"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:2001056","BP","GO:2001056","positive regulation of cysteine-type endopeptidase activity",47,0.782738524183863,4.16686912234615,5.39741103400565e-26,1.70067514944214e-23,8.25364864338854e-24,949,"tags=94%, list=15%, signal=81%","ENST00000512466/ENST00000618970/ENST00000507473/ENST00000511482/ENST00000610346/ENST00000611410/ENST00000611642/ENST00000611676/ENST00000611679/ENST00000611772/ENST00000612072/ENST00000612740/ENST00000613062/ENST00000613485/ENST00000613825/ENST00000613851/ENST00000615173/ENST00000615391/ENST00000615521/ENST00000616040/ENST00000616903/ENST00000616919/ENST00000618011/ENST00000618018/ENST00000618694/ENST00000618731/ENST00000618789/ENST00000618943/ENST00000619281/ENST00000619454/ENST00000619664/ENST00000619885/ENST00000620082/ENST00000620805/ENST00000621057/ENST00000621200/ENST00000621239/ENST00000621594/ENST00000622042/ENST00000622216/ENST00000622444/ENST00000622600/ENST00000622773/ENST00000622864"
"GO:0043433","BP","GO:0043433","negative regulation of DNA-binding transcription factor activity",44,0.793726193245375,4.14142159473655,1.45123578707421e-25,3.61572723376761e-23,1.75477028565027e-23,949,"tags=91%, list=15%, signal=78%","ENST00000610346/ENST00000611410/ENST00000611642/ENST00000611676/ENST00000611679/ENST00000611772/ENST00000612072/ENST00000612740/ENST00000613062/ENST00000613485/ENST00000613825/ENST00000613851/ENST00000615173/ENST00000615391/ENST00000615521/ENST00000616040/ENST00000616903/ENST00000616919/ENST00000618011/ENST00000618018/ENST00000618694/ENST00000618731/ENST00000618789/ENST00000618943/ENST00000619281/ENST00000619454/ENST00000619664/ENST00000619885/ENST00000620082/ENST00000620805/ENST00000621057/ENST00000621200/ENST00000621239/ENST00000621594/ENST00000622042/ENST00000622216/ENST00000622444/ENST00000622600/ENST00000622773/ENST00000622864"
"GO:2000116","BP","GO:2000116","regulation of cysteine-type endopeptidase activity",51,0.754810143672282,4.12039995125998,1.83464318161842e-25,3.61572723376761e-23,1.75477028565027e-23,949,"tags=86%, list=15%, signal=74%","ENST00000512466/ENST00000618970/ENST00000507473/ENST00000511482/ENST00000610346/ENST00000611410/ENST00000611642/ENST00000611676/ENST00000611679/ENST00000611772/ENST00000612072/ENST00000612740/ENST00000613062/ENST00000613485/ENST00000613825/ENST00000613851/ENST00000615173/ENST00000615391/ENST00000615521/ENST00000616040/ENST00000616903/ENST00000616919/ENST00000618011/ENST00000618018/ENST00000618694/ENST00000618731/ENST00000618789/ENST00000618943/ENST00000619281/ENST00000619454/ENST00000619664/ENST00000619885/ENST00000620082/ENST00000620805/ENST00000621057/ENST00000621200/ENST00000621239/ENST00000621594/ENST00000622042/ENST00000622216/ENST00000622444/ENST00000622600/ENST00000622773/ENST00000622864"
"GO:0019835","BP","GO:0019835","cytolysis",13,0.987836797536567,3.47429355127029,1.87775794021399e-25,3.61572723376761e-23,1.75477028565027e-23,92,"tags=100%, list=1%, signal=99%","ENST00000383514/ENST00000428059/ENST00000436531/ENST00000436655/ENST00000437651/ENST00000438954/ENST00000442104/ENST00000443156/ENST00000451603/ENST00000451789/ENST00000456351/ENST00000458032/ENST00000619506"
"GO:0046629","BP","GO:0046629","gamma-delta T cell activation",13,0.987836797536567,3.47429355127029,1.87775794021399e-25,3.61572723376761e-23,1.75477028565027e-23,92,"tags=100%, list=1%, signal=99%","ENST00000383514/ENST00000428059/ENST00000436531/ENST00000436655/ENST00000437651/ENST00000438954/ENST00000442104/ENST00000443156/ENST00000451603/ENST00000451789/ENST00000456351/ENST00000458032/ENST00000619506"
"GO:0046703","MF","GO:0046703","natural killer cell lectin-like receptor binding",13,0.987836797536567,3.47429355127029,1.87775794021399e-25,3.61572723376761e-23,1.75477028565027e-23,92,"tags=100%, list=1%, signal=99%","ENST00000383514/ENST00000428059/ENST00000436531/ENST00000436655/ENST00000437651/ENST00000438954/ENST00000442104/ENST00000443156/ENST00000451603/ENST00000451789/ENST00000456351/ENST00000458032/ENST00000619506"
"GO:0050689","BP","GO:0050689","negative regulation of defense response to virus by host",13,0.987836797536567,3.47429355127029,1.87775794021399e-25,3.61572723376761e-23,1.75477028565027e-23,92,"tags=100%, list=1%, signal=99%","ENST00000383514/ENST00000428059/ENST00000436531/ENST00000436655/ENST00000437651/ENST00000438954/ENST00000442104/ENST00000443156/ENST00000451603/ENST00000451789/ENST00000456351/ENST00000458032/ENST00000619506"
"GO:0050691","BP","GO:0050691","regulation of defense response to virus by host",13,0.987836797536567,3.47429355127029,1.87775794021399e-25,3.61572723376761e-23,1.75477028565027e-23,92,"tags=100%, list=1%, signal=99%","ENST00000383514/ENST00000428059/ENST00000436531/ENST00000436655/ENST00000437651/ENST00000438954/ENST00000442104/ENST00000443156/ENST00000451603/ENST00000451789/ENST00000456351/ENST00000458032/ENST00000619506"
"GO:0006954","BP","GO:0006954","inflammatory response",53,0.753403600852189,4.15387049598536,2.67238202510303e-25,4.87498742053006e-23,2.36590940504967e-23,949,"tags=83%, list=15%, signal=71%","ENST00000614368/ENST00000631730/ENST00000614050/ENST00000617897/ENST00000610346/ENST00000611410/ENST00000611642/ENST00000611676/ENST00000611679/ENST00000611772/ENST00000612072/ENST00000612740/ENST00000613062/ENST00000613485/ENST00000613825/ENST00000613851/ENST00000615173/ENST00000615391/ENST00000615521/ENST00000616040/ENST00000616903/ENST00000616919/ENST00000618011/ENST00000618018/ENST00000618694/ENST00000618731/ENST00000618789/ENST00000618943/ENST00000619281/ENST00000619454/ENST00000619664/ENST00000619885/ENST00000620082/ENST00000620805/ENST00000621057/ENST00000621200/ENST00000621239/ENST00000621594/ENST00000622042/ENST00000622216/ENST00000622444/ENST00000622600/ENST00000622773/ENST00000622864"
"GO:0098542","BP","GO:0098542","defense response to other organism",109,0.5899103456126,3.88795373065852,2.98823633365018e-25,5.17861356621576e-23,2.51326403219631e-23,967,"tags=59%, list=15%, signal=51%","ENST00000614368/ENST00000631730/ENST00000383514/ENST00000428059/ENST00000436531/ENST00000436655/ENST00000437651/ENST00000438954/ENST00000442104/ENST00000443156/ENST00000451603/ENST00000451789/ENST00000456351/ENST00000458032/ENST00000619506/ENST00000573421/ENST00000573204/ENST00000570805/ENST00000614050/ENST00000617897/ENST00000225698/ENST00000574444/ENST00000217740/ENST00000610346/ENST00000611410/ENST00000611642/ENST00000611676/ENST00000611679/ENST00000611772/ENST00000612072/ENST00000612740/ENST00000613062/ENST00000613485/ENST00000613825/ENST00000613851/ENST00000615173/ENST00000615391/ENST00000615521/ENST00000616040/ENST00000616903/ENST00000616919/ENST00000618011/ENST00000618018/ENST00000618694/ENST00000618731/ENST00000618789/ENST00000618943/ENST00000619281/ENST00000619454/ENST00000619664/ENST00000619885/ENST00000620082/ENST00000620805/ENST00000621057/ENST00000621200/ENST00000621239/ENST00000621594/ENST00000622042/ENST00000622216/ENST00000622444/ENST00000622600/ENST00000622773/ENST00000622864/ENST00000617994"
"GO:0000781","CC","GO:0000781","chromosome, telomeric region",44,0.789836576752484,4.12112676022562,3.73457881186952e-25,5.39335423414156e-23,2.61748111463486e-23,949,"tags=91%, list=15%, signal=78%","ENST00000610346/ENST00000611410/ENST00000611642/ENST00000611676/ENST00000611679/ENST00000611772/ENST00000612072/ENST00000612740/ENST00000613062/ENST00000613485/ENST00000613825/ENST00000613851/ENST00000615173/ENST00000615391/ENST00000615521/ENST00000616040/ENST00000616903/ENST00000616919/ENST00000618011/ENST00000618018/ENST00000618694/ENST00000618731/ENST00000618789/ENST00000618943/ENST00000619281/ENST00000619454/ENST00000619664/ENST00000619885/ENST00000620082/ENST00000620805/ENST00000621057/ENST00000621200/ENST00000621239/ENST00000621594/ENST00000622042/ENST00000622216/ENST00000622444/ENST00000622600/ENST00000622773/ENST00000622864"
"GO:0032434","BP","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process",16,-0.972273567467653,-3.6651602555419,3.68101404632913e-25,5.39335423414156e-23,2.61748111463486e-23,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241/ENST00000354373"
"GO:0032436","BP","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process",16,-0.972273567467653,-3.6651602555419,3.68101404632913e-25,5.39335423414156e-23,2.61748111463486e-23,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241/ENST00000354373"
"GO:1901800","BP","GO:1901800","positive regulation of proteasomal protein catabolic process",16,-0.972273567467653,-3.6651602555419,3.68101404632913e-25,5.39335423414156e-23,2.61748111463486e-23,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241/ENST00000354373"
"GO:0010950","BP","GO:0010950","positive regulation of endopeptidase activity",50,0.754248903753447,4.10573166515841,1.02327029311896e-24,1.41866193438013e-22,6.8849933827541e-23,949,"tags=88%, list=15%, signal=76%","ENST00000512466/ENST00000618970/ENST00000507473/ENST00000511482/ENST00000610346/ENST00000611410/ENST00000611642/ENST00000611676/ENST00000611679/ENST00000611772/ENST00000612072/ENST00000612740/ENST00000613062/ENST00000613485/ENST00000613825/ENST00000613851/ENST00000615173/ENST00000615391/ENST00000615521/ENST00000616040/ENST00000616903/ENST00000616919/ENST00000618011/ENST00000618018/ENST00000618694/ENST00000618731/ENST00000618789/ENST00000618943/ENST00000619281/ENST00000619454/ENST00000619664/ENST00000619885/ENST00000620082/ENST00000620805/ENST00000621057/ENST00000621200/ENST00000621239/ENST00000621594/ENST00000622042/ENST00000622216/ENST00000622444/ENST00000622600/ENST00000622773/ENST00000622864"
"GO:0045637","BP","GO:0045637","regulation of myeloid cell differentiation",23,-0.919335024103897,-3.92924909825024,5.93305721138038e-24,7.61628751653496e-22,3.69630620810364e-22,197,"tags=91%, list=3%, signal=89%","ENST00000383389/ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241/ENST00000617605/ENST00000619603/ENST00000631575/ENST00000632867/ENST00000632449/ENST00000633512"
"GO:1903706","BP","GO:1903706","regulation of hemopoiesis",23,-0.919335024103897,-3.92924909825024,5.93305721138038e-24,7.61628751653496e-22,3.69630620810364e-22,197,"tags=91%, list=3%, signal=89%","ENST00000383389/ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241/ENST00000617605/ENST00000619603/ENST00000631575/ENST00000632867/ENST00000632449/ENST00000633512"
"GO:0050687","BP","GO:0050687","negative regulation of defense response to virus",19,0.946524888272461,3.7926604359978,9.79088392334989e-24,7.68380759076277e-22,3.72907478058703e-22,366,"tags=100%, list=6%, signal=95%","ENST00000383514/ENST00000428059/ENST00000436531/ENST00000436655/ENST00000437651/ENST00000438954/ENST00000442104/ENST00000443156/ENST00000451603/ENST00000451789/ENST00000456351/ENST00000458032/ENST00000619506/ENST00000573421/ENST00000573204/ENST00000570805/ENST00000225698/ENST00000574444/ENST00000217740"
"GO:0006458","BP","GO:0006458","'de novo' protein folding",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0007020","BP","GO:0007020","microtubule nucleation",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0010286","BP","GO:0010286","heat acclimation",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0010803","BP","GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0010968","BP","GO:0010968","regulation of microtubule nucleation",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0016235","CC","GO:0016235","aggresome",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0031397","BP","GO:0031397","negative regulation of protein ubiquitination",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0033209","BP","GO:0033209","tumor necrosis factor-mediated signaling pathway",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0035872","BP","GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0044183","MF","GO:0044183","protein folding chaperone",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0045648","BP","GO:0045648","positive regulation of erythrocyte differentiation",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0047485","MF","GO:0047485","protein N-terminus binding",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0051084","BP","GO:0051084","'de novo' post-translational protein folding",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0051085","BP","GO:0051085","chaperone cofactor-dependent protein refolding",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0051225","BP","GO:0051225","spindle assembly",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0060236","BP","GO:0060236","regulation of mitotic spindle organization",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0070370","BP","GO:0070370","cellular heat acclimation",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0070423","BP","GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
"GO:0070424","BP","GO:0070424","regulation of nucleotide-binding oligomerization domain containing signaling pathway",15,-0.972123825658401,-3.58060404210969,1.44099103692897e-23,7.68380759076277e-22,3.72907478058703e-22,197,"tags=100%, list=3%, signal=97%","ENST00000400040/ENST00000422919/ENST00000430065/ENST00000433487/ENST00000441618/ENST00000449876/ENST00000452298/ENST00000375650/ENST00000391548/ENST00000391555/ENST00000445736/ENST00000450744/ENST00000458062/ENST00000545241"
