"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0070527","BP","GO:0070527","platelet aggregation",35,0.939425565667529,4.82222464720151,1e-10,1.35260663507109e-09,7.2561736093789e-10,1486,"tags=100%, list=6%, signal=94%","ENST00000375779/ENST00000375780/ENST00000375784/ENST00000383404/ENST00000383405/ENST00000395892/ENST00000400052/ENST00000400058/ENST00000415179/ENST00000418285/ENST00000420458/ENST00000422167/ENST00000423055/ENST00000423143/ENST00000423804/ENST00000425464/ENST00000431921/ENST00000433916/ENST00000434202/ENST00000435242/ENST00000438708/ENST00000438750/ENST00000442045/ENST00000447338/ENST00000447369/ENST00000451546/ENST00000456863/ENST00000457485/ENST00000614673/ENST00000614982/ENST00000616760/ENST00000618288/ENST00000619727/ENST00000621055/ENST00000622613"
"GO:0015934","CC","GO:0015934","large ribosomal subunit",59,0.807911720055334,4.81317260942051,1e-10,1.35260663507109e-09,7.2561736093789e-10,4448,"tags=98%, list=19%, signal=80%","ENST00000300151/ENST00000371443/ENST00000298283/ENST00000534340/ENST00000288937/ENST00000529958/ENST00000578532/ENST00000579248/ENST00000579408/ENST00000580210/ENST00000580261/ENST00000580387/ENST00000581091/ENST00000581373/ENST00000582935/ENST00000583036/ENST00000583637/ENST00000584364/ENST00000615479/ENST00000615760/ENST00000617346/ENST00000618613/ENST00000618619/ENST00000540949/ENST00000543703/ENST00000537701/ENST00000538814/ENST00000543164/ENST00000543959/ENST00000279242/ENST00000524482/ENST00000526319/ENST00000532671/ENST00000309594/ENST00000531705/ENST00000532203/ENST00000372014/ENST00000595158/ENST00000595683/ENST00000596304/ENST00000597451/ENST00000599551/ENST00000596272/ENST00000598780/ENST00000599595/ENST00000442744/ENST00000596273/ENST00000594527/ENST00000430157/ENST00000252602/ENST00000595444/ENST00000602206/ENST00000600434/ENST00000333130/ENST00000443660/ENST00000471259/ENST00000594999/ENST00000333676"
"GO:0001503","BP","GO:0001503","ossification",76,0.762706386274067,4.79829604338529,1e-10,1.35260663507109e-09,7.2561736093789e-10,1886,"tags=75%, list=8%, signal=69%","ENST00000593503/ENST00000630901/ENST00000221801/ENST00000594443/ENST00000625241/ENST00000629964/ENST00000595545/ENST00000630954/ENST00000597224/ENST00000629606/ENST00000601274/ENST00000630592/ENST00000597634/ENST00000627797/ENST00000282561/ENST00000649003/ENST00000650427/ENST00000598417/ENST00000625673/ENST00000505490/ENST00000375779/ENST00000375780/ENST00000375784/ENST00000383404/ENST00000383405/ENST00000395892/ENST00000400052/ENST00000400058/ENST00000415179/ENST00000418285/ENST00000420458/ENST00000422167/ENST00000423055/ENST00000423143/ENST00000423804/ENST00000425464/ENST00000431921/ENST00000433916/ENST00000434202/ENST00000435242/ENST00000438708/ENST00000438750/ENST00000442045/ENST00000447338/ENST00000447369/ENST00000451546/ENST00000456863/ENST00000457485/ENST00000614673/ENST00000614982/ENST00000616760/ENST00000618288/ENST00000619727/ENST00000621055/ENST00000622613/ENST00000372330/ENST00000504015"
"GO:0015103","MF","GO:0015103","inorganic anion transmembrane transporter activity",44,0.851184440153703,4.79479559386874,1e-10,1.35260663507109e-09,7.2561736093789e-10,1486,"tags=80%, list=6%, signal=75%","ENST00000375779/ENST00000375780/ENST00000375784/ENST00000383404/ENST00000383405/ENST00000395892/ENST00000400052/ENST00000400058/ENST00000415179/ENST00000418285/ENST00000420458/ENST00000422167/ENST00000423055/ENST00000423143/ENST00000423804/ENST00000425464/ENST00000431921/ENST00000433916/ENST00000434202/ENST00000435242/ENST00000438708/ENST00000438750/ENST00000442045/ENST00000447338/ENST00000447369/ENST00000451546/ENST00000456863/ENST00000457485/ENST00000614673/ENST00000614982/ENST00000616760/ENST00000618288/ENST00000619727/ENST00000621055/ENST00000622613"
"GO:0008509","MF","GO:0008509","anion transmembrane transporter activity",49,0.833354741037329,4.7833137808497,1e-10,1.35260663507109e-09,7.2561736093789e-10,1486,"tags=78%, list=6%, signal=73%","ENST00000282561/ENST00000649003/ENST00000650427/ENST00000375779/ENST00000375780/ENST00000375784/ENST00000383404/ENST00000383405/ENST00000395892/ENST00000400052/ENST00000400058/ENST00000415179/ENST00000418285/ENST00000420458/ENST00000422167/ENST00000423055/ENST00000423143/ENST00000423804/ENST00000425464/ENST00000431921/ENST00000433916/ENST00000434202/ENST00000435242/ENST00000438708/ENST00000438750/ENST00000442045/ENST00000447338/ENST00000447369/ENST00000451546/ENST00000456863/ENST00000457485/ENST00000614673/ENST00000614982/ENST00000616760/ENST00000618288/ENST00000619727/ENST00000621055/ENST00000622613"
"GO:0015698","BP","GO:0015698","inorganic anion transport",45,0.839222088102264,4.78026229098161,1e-10,1.35260663507109e-09,7.2561736093789e-10,1486,"tags=78%, list=6%, signal=73%","ENST00000375779/ENST00000375780/ENST00000375784/ENST00000383404/ENST00000383405/ENST00000395892/ENST00000400052/ENST00000400058/ENST00000415179/ENST00000418285/ENST00000420458/ENST00000422167/ENST00000423055/ENST00000423143/ENST00000423804/ENST00000425464/ENST00000431921/ENST00000433916/ENST00000434202/ENST00000435242/ENST00000438708/ENST00000438750/ENST00000442045/ENST00000447338/ENST00000447369/ENST00000451546/ENST00000456863/ENST00000457485/ENST00000614673/ENST00000614982/ENST00000616760/ENST00000618288/ENST00000619727/ENST00000621055/ENST00000622613"
"GO:0005253","MF","GO:0005253","anion channel activity",38,0.90362411665107,4.76793516072284,1e-10,1.35260663507109e-09,7.2561736093789e-10,1486,"tags=92%, list=6%, signal=87%","ENST00000375779/ENST00000375780/ENST00000375784/ENST00000383404/ENST00000383405/ENST00000395892/ENST00000400052/ENST00000400058/ENST00000415179/ENST00000418285/ENST00000420458/ENST00000422167/ENST00000423055/ENST00000423143/ENST00000423804/ENST00000425464/ENST00000431921/ENST00000433916/ENST00000434202/ENST00000435242/ENST00000438708/ENST00000438750/ENST00000442045/ENST00000447338/ENST00000447369/ENST00000451546/ENST00000456863/ENST00000457485/ENST00000614673/ENST00000614982/ENST00000616760/ENST00000618288/ENST00000619727/ENST00000621055/ENST00000622613"
"GO:0005254","MF","GO:0005254","chloride channel activity",38,0.90362411665107,4.76793516072284,1e-10,1.35260663507109e-09,7.2561736093789e-10,1486,"tags=92%, list=6%, signal=87%","ENST00000375779/ENST00000375780/ENST00000375784/ENST00000383404/ENST00000383405/ENST00000395892/ENST00000400052/ENST00000400058/ENST00000415179/ENST00000418285/ENST00000420458/ENST00000422167/ENST00000423055/ENST00000423143/ENST00000423804/ENST00000425464/ENST00000431921/ENST00000433916/ENST00000434202/ENST00000435242/ENST00000438708/ENST00000438750/ENST00000442045/ENST00000447338/ENST00000447369/ENST00000451546/ENST00000456863/ENST00000457485/ENST00000614673/ENST00000614982/ENST00000616760/ENST00000618288/ENST00000619727/ENST00000621055/ENST00000622613"
"GO:0006821","BP","GO:0006821","chloride transport",38,0.90362411665107,4.76793516072284,1e-10,1.35260663507109e-09,7.2561736093789e-10,1486,"tags=92%, list=6%, signal=87%","ENST00000375779/ENST00000375780/ENST00000375784/ENST00000383404/ENST00000383405/ENST00000395892/ENST00000400052/ENST00000400058/ENST00000415179/ENST00000418285/ENST00000420458/ENST00000422167/ENST00000423055/ENST00000423143/ENST00000423804/ENST00000425464/ENST00000431921/ENST00000433916/ENST00000434202/ENST00000435242/ENST00000438708/ENST00000438750/ENST00000442045/ENST00000447338/ENST00000447369/ENST00000451546/ENST00000456863/ENST00000457485/ENST00000614673/ENST00000614982/ENST00000616760/ENST00000618288/ENST00000619727/ENST00000621055/ENST00000622613"
"GO:0015108","MF","GO:0015108","chloride transmembrane transporter activity",38,0.90362411665107,4.76793516072284,1e-10,1.35260663507109e-09,7.2561736093789e-10,1486,"tags=92%, list=6%, signal=87%","ENST00000375779/ENST00000375780/ENST00000375784/ENST00000383404/ENST00000383405/ENST00000395892/ENST00000400052/ENST00000400058/ENST00000415179/ENST00000418285/ENST00000420458/ENST00000422167/ENST00000423055/ENST00000423143/ENST00000423804/ENST00000425464/ENST00000431921/ENST00000433916/ENST00000434202/ENST00000435242/ENST00000438708/ENST00000438750/ENST00000442045/ENST00000447338/ENST00000447369/ENST00000451546/ENST00000456863/ENST00000457485/ENST00000614673/ENST00000614982/ENST00000616760/ENST00000618288/ENST00000619727/ENST00000621055/ENST00000622613"
"GO:0022627","CC","GO:0022627","cytosolic small ribosomal subunit",49,0.825104427736007,4.73595839260121,1e-10,1.35260663507109e-09,7.2561736093789e-10,4236,"tags=100%, list=18%, signal=83%","ENST00000632799/ENST00000634150/ENST00000633919/ENST00000617731/ENST00000632240/ENST00000632419/ENST00000632530/ENST00000632592/ENST00000633731/ENST00000221975/ENST00000593863/ENST00000600467/ENST00000598399/ENST00000598742/ENST00000598261/ENST00000598466/ENST00000601492/ENST00000610796/ENST00000611572/ENST00000614070/ENST00000614095/ENST00000619600/ENST00000621621/ENST00000492704/ENST00000599561/ENST00000594493/ENST00000601306/ENST00000599167/ENST00000602252/ENST00000595158/ENST00000595683/ENST00000596304/ENST00000597451/ENST00000599551/ENST00000596272/ENST00000270625/ENST00000600027/ENST00000598780/ENST00000599595/ENST00000442744/ENST00000596273/ENST00000596873/ENST00000601216/ENST00000594527/ENST00000430157/ENST00000601390/ENST00000525634/ENST00000525828/ENST00000526895"
"GO:0005903","CC","GO:0005903","brush border",50,0.813556022825418,4.72440496176526,1e-10,1.35260663507109e-09,7.2561736093789e-10,1486,"tags=70%, list=6%, signal=66%","ENST00000375779/ENST00000375780/ENST00000375784/ENST00000383404/ENST00000383405/ENST00000395892/ENST00000400052/ENST00000400058/ENST00000415179/ENST00000418285/ENST00000420458/ENST00000422167/ENST00000423055/ENST00000423143/ENST00000423804/ENST00000425464/ENST00000431921/ENST00000433916/ENST00000434202/ENST00000435242/ENST00000438708/ENST00000438750/ENST00000442045/ENST00000447338/ENST00000447369/ENST00000451546/ENST00000456863/ENST00000457485/ENST00000614673/ENST00000614982/ENST00000616760/ENST00000618288/ENST00000619727/ENST00000621055/ENST00000622613"
"GO:1902495","CC","GO:1902495","transmembrane transporter complex",76,0.746419534230927,4.69583310466575,1e-10,1.35260663507109e-09,7.2561736093789e-10,3530,"tags=82%, list=15%, signal=70%","ENST00000252102/ENST00000512088/ENST00000375779/ENST00000375780/ENST00000375784/ENST00000383404/ENST00000383405/ENST00000395892/ENST00000400052/ENST00000400058/ENST00000415179/ENST00000418285/ENST00000420458/ENST00000422167/ENST00000423055/ENST00000423143/ENST00000423804/ENST00000425464/ENST00000431921/ENST00000433916/ENST00000434202/ENST00000435242/ENST00000438708/ENST00000438750/ENST00000442045/ENST00000447338/ENST00000447369/ENST00000451546/ENST00000456863/ENST00000457485/ENST00000614673/ENST00000614982/ENST00000616760/ENST00000618288/ENST00000619727/ENST00000621055/ENST00000622613/ENST00000502960/ENST00000612612/ENST00000620109/ENST00000611200/ENST00000615238/ENST00000618189/ENST00000618420/ENST00000593353/ENST00000619763/ENST00000610357/ENST00000610406/ENST00000610975/ENST00000612327/ENST00000613276/ENST00000615590/ENST00000617282/ENST00000618338/ENST00000619253/ENST00000619966/ENST00000620289/ENST00000621307/ENST00000622523/ENST00000361381/ENST00000215565/ENST00000622065"
"GO:0045669","BP","GO:0045669","positive regulation of osteoblast differentiation",37,0.88826666966007,4.67453983860275,1e-10,1.35260663507109e-09,7.2561736093789e-10,1486,"tags=95%, list=6%, signal=89%","ENST00000375779/ENST00000375780/ENST00000375784/ENST00000383404/ENST00000383405/ENST00000395892/ENST00000400052/ENST00000400058/ENST00000415179/ENST00000418285/ENST00000420458/ENST00000422167/ENST00000423055/ENST00000423143/ENST00000423804/ENST00000425464/ENST00000431921/ENST00000433916/ENST00000434202/ENST00000435242/ENST00000438708/ENST00000438750/ENST00000442045/ENST00000447338/ENST00000447369/ENST00000451546/ENST00000456863/ENST00000457485/ENST00000614673/ENST00000614982/ENST00000616760/ENST00000618288/ENST00000619727/ENST00000621055/ENST00000622613"
"GO:0048002","BP","GO:0048002","antigen processing and presentation of peptide antigen",93,0.72028791429528,4.62064309797386,1e-10,1.35260663507109e-09,7.2561736093789e-10,6777,"tags=100%, list=28%, signal=72%","ENST00000468663/ENST00000475452/ENST00000600463/ENST00000407280/ENST00000456487/ENST00000437784/ENST00000444645/ENST00000376630/ENST00000383597/ENST00000415289/ENST00000415649/ENST00000425603/ENST00000427936/ENST00000444683/ENST00000426847/ENST00000429840/ENST00000474698/ENST00000497426/ENST00000476430/ENST00000486521/ENST00000493020/ENST00000428219/ENST00000433936/ENST00000241802/ENST00000374940/ENST00000415898/ENST00000420385/ENST00000442315/ENST00000443184/ENST00000444296/ENST00000446482/ENST00000447735/ENST00000449560/ENST00000450614/ENST00000450960/ENST00000453672/ENST00000456258/ENST00000457246/ENST00000546801/ENST00000547960/ENST00000551533/ENST00000466370/ENST00000467732/ENST00000472833/ENST00000485999/ENST00000490859/ENST00000491978/ENST00000493659/ENST00000415926/ENST00000422504/ENST00000424530/ENST00000415247/ENST00000419277/ENST00000443117/ENST00000454805/ENST00000515317/ENST00000430790/ENST00000418023/ENST00000441297/ENST00000453504/ENST00000461508/ENST00000484643/ENST00000421888/ENST00000473366/ENST00000475182/ENST00000480059/ENST00000399065/ENST00000472708/ENST00000419914/ENST00000424806/ENST00000479107/ENST00000484244/ENST00000486369/ENST00000511285/ENST00000434886/ENST00000399088/ENST00000413089/ENST00000490862/ENST00000480749/ENST00000479570/ENST00000399074/ENST00000383121/ENST00000383118/ENST00000383239/ENST00000419142/ENST00000443713/ENST00000612574/ENST00000613095/ENST00000619283/ENST00000620674/ENST00000452371/ENST00000455842/ENST00000457634"
